what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517353451559
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517353452139
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517353452229
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517353452733
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1517353452780
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1517353463071
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1517353463174
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517353465694
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517353493662
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517353497691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517353507570
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1517353509791
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517353513357
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517353515213
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517353530495
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1517353537082
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1517353546051
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517353547798
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1517353552907
