what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517432919593
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517432934077
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517432946124
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1517432948377
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1517432951349
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1517432953965
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517432967700
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517432968260
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517432968437
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517432968913
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.launchShortcut.run",1517432969014
opened,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1517432978831
activated,editor,org.eclipse.ui.browser,3.3.101.v20111019-1723,"org.eclipse.ui.browser.editor",1517432978866
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1517432985382
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1517432986170
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517432986776
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517433183734
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1517433185516
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517433210587
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517433239191
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517433288762
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1517433328959
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1517433346710
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517433387836
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517433691355
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517433765909
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517433783114
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1517433796850
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1517433797344
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1517433797373
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1517433797404
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1517433797436
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1517433797630
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1517433797830
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1517433798059
