what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517395383704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517395414974
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517395427924
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517395429340
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517395436761
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517395437767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517395440088
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517395440779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517395471687
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517395551545
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517395552152
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517395559507
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517395578703
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517395580490
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517395581313
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517395583272
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517395613821
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517395619447
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517395659913
activated,editor,org.eclipse.wst.html.ui,1.0.602.v201202091936,"org.eclipse.wst.html.core.htmlsource.source",1517395665520
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1517395685658
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1517395687994
